rpt_rec_num,"Provider CCN","Hospital Name","Street Address",City,"State Code","Zip Code",County,"Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Total Days Title V + Total for all Subproviders","Total Days Title XVIII + Total for all Subproviders","Total Days Title XIX + Total for all Subproviders","Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders","Number of Beds + Total for all Subproviders","Total Bed Days Available + Total for all Subproviders","Total Discharges Title V + Total for all Subproviders","Total Discharges Title XVIII + Total for all Subproviders","Total Discharges Title XIX + Total for all Subproviders","Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable",Inventory,"Prepaid Expenses","Other Current Assets","Total Current Assets",Land,"Land Improvements",Buildings,"Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets",Investments,"Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG amounts before October 1","DRG amounts after October 1","Outlier payments for discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Gross Revenue","Less Contractual Allowance and discounts on patients' accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone SCHIP","Stand-Alone SCHIP Charges"
708874,450711,"RIO GRANDE REGIONAL HOSPITAL","101 EAST RIDGE ROAD",MCALLEN,TX,78503,HIDALGO,32580,U,STH,5,4,10/01/2018,09/30/2019,984.07,"","",17520,6889,68835,320,116800,"",3570,1767,15201,"",17520,6889,68856,320,116800,"",3570,1767,15201,"",15445,4513,56015,248,90520,"",3570,1767,15201,27933506,38922636,33033146,33430637,68238679,116707499,8372182,193706226,1352689014,907841964,2260530978,19745046,"",68482594,1330663,"","",62688,"","",78616258,-37958239,4704238,1181243,"",46535627,7632201,4122160,47000952,7337266,49274025,67085473,12228558,"",62671165,"",12802426,12802426,122009218,8464306,6554747,4502347,508156,"",787324,20816880,"",1527623,-511198470,1620570,-508050277,-487233397,609242615,609242615,122009218,"","",30785313,"",3048516,0.3961,22358160,"",1335940667,921139992,2257080659,1997202241,259878418,184946178,74932240,1473909,76406149,1,76406148,0.085691,41148351,526457728,680326,9440185
708875,450855,"HARLINGEN MEDICAL CENTER","5510 SOUTH EXPRESSWAY",HARLINGEN,TX,78550,CAMERON,15180,U,STH,1,4,01/01/2019,12/31/2019,562.48,"","",7498,1930,27905,112,40880,"",1775,122,5143,"",7498,1930,27905,112,40880,"",1775,122,5143,"",4811,1336,18179,80,29200,"",1775,122,5143,1992033,41909425,7227868,10807852,35401632,80837274,6965106,88731641,366311014,390419287,756730301,8433763,"",35401632,"","","",2628434,"","",123811202,-111424108,2961872,363688,1963,19833837,"","",56731300,11198829,3649767,34042831,6469061,"",62270177,"",828831,828831,82932845,3459686,2623760,470369,3646913,"",9720860,19921588,"",40712374,"",3353677,44066051,63987639,18945206,18945206,82932845,"",12954123,4088697,"",915200,0.2148,"","",366882015,389848287,756730302,651035543,105694759,102864000,2830759,592963,3423722,483723,2939999,0.117257,9500869,110888948,"",""
708876,460004,"MCKAY-DEE HOSPITAL","4401 HARRISON BLVD",OGDEN,UT,84403-,WEBER,36260,U,STH,1,2,01/01/2019,12/31/2019,1906.49,19.47,"",12268,7085,56025,231,84315,"",3574,1108,15452,"",15388,9225,73744,294,107310,"",3948,1561,18585,"",5037,2416,30479,149,54385,"",3574,1108,15452,13669484,28897783,22961371,22961371,134835989,371380111,8836296,352125422,690369555,668459186,1358828741,39880348,"",139643162,197212,16433,600406,4618972,"","",110776741,-50006196,9938601,348168,-49051683,26621230,18210206,4928423,118695419,38417220,112935985,102368008,"",17379749,162525700,1,12108566,12108567,201255497,1678353,253237,1,"","",16657790,18589381,"","","",9755475,9755475,28344856,172910641,172910641,201255497,"",28830372,9402202,"",1184254,0.1239,23624761,1245770,697759881,757926717,1455686598,900753157,554933441,505966758,48966683,9768688,58735371,3814,58731557,0.259139,60712626,183931215,1079641,2157690
708877,460015,"LOGAN REGIONAL HOSPITAL","1400 NORTH 500 EAST",LOGAN,UT,84341-,CACHE,30860,U,STH,1,2,01/01/2019,12/31/2019,722.68,"","",2511,1742,16201,113,41245,"",880,459,5567,"",4194,1742,21430,131,47815,"",915,459,6075,"",1734,556,9582,81,29565,"",880,459,5567,4411819,8318759,8641323,8641323,50959979,134823549,4288174,151782283,131734738,302559833,434294571,17048974,"",53285837,"","","",3551,"","",43740332,-12013736,4014280,109726,2130095,37914273,781325,1808500,69555586,24104968,11678961,47012713,"",6265341,64437942,"",453459,453459,102805674,45163,"","","","",3113591,3158754,"","","",323999,323999,3482753,99322921,99322921,102805674,"",6116691,1759069,"",150821,0.0766,6659245,"",131589154,304259336,435848490,197205949,238642541,185783528,52859013,4185526,57044539,"",57044539,0.349492,13474212,38295271,591951,948517
708879,490001,"NORTON COMMUNITY HOSPITAL  INC.","100 15TH STREET NW",NORTON,VA,24273-,"",99949,R,STH,1,2,10/01/2018,09/30/2019,288.92,22.03,"",2780,162,8144,63,22995,"",811,55,2346,"",7637,915,19238,75,27375,"",946,57,2546,"",2217,95,5965,51,18615,"",811,55,2346,1361866,5862849,2383479,2383479,20729927,36528991,3703062,44848724,98697859,226918107,325615966,4595065,"",17557153,"","",403693,1602368,"","",37574893,-28216387,1060406,150118,"",14150782,2111034,1302165,50518321,97208,"",45322852,"","",38491950,53746684,40835,53787519,106430251,4276939,1899266,"",38222,"","",6214427,"",20558268,"",10119993,30678261,36892688,69537563,69537563,106430251,"","",5312911,"",159387,0.12,4036491,863247,98722491,226918925,325641416,261144015,64497401,57258918,7238483,2385028,9623511,"",9623511,0.137735,5982595,68030905,"",""
708880,490004,"SENTARA RMH MEDICAL CENTER","2010 HEALTH CAMPUS DRIVE",HARRISONBURG,VA,22801,ROCKINGHAM,25500,R,STH,1,2,01/01/2019,12/31/2019,1947.6,"","",24323,511,52417,238,86870,"",6005,336,13240,"",24323,511,52417,238,86870,"",6005,336,13240,"",19985,128,38604,204,74460,"",6005,336,13240,4778093,17744990,12637723,26049618,160632894,291439346,29365449,299643039,355361879,666495256,1021857135,28136799,"",160632894,1293711,"","",9187000,"","",63467000,"",6182000,1214000,"",80057000,22146476,8407525,69722722,39953,52117386,103834474,"","",134532798,37617000,8609202,46226202,260816000,8022000,1941000,"","",1966000,3084000,15057000,"","","",20337000,20337000,35394000,225422000,225422000,260816000,"",37678350,12442405,"",804439,0.0642,10245563,"",355163975,808745072,1163909047,695027870,468881177,448754240,20126937,5028327,25155264,"",25155264,0.293234,12912489,97779536,61168,308823
708882,490013,"HALIFAX REGIONAL HOSPITAL","2204 WILBORN AVENUE","SOUTH BOSTON",VA,24592-,HALIFAX,99949,R,STH,1,2,01/01/2019,12/31/2019,421.18,"","",7929,131,14765,107,39055,"",1766,48,3438,"",14213,131,25997,107,39055,"",1766,48,3438,"",6098,55,11006,95,34675,"",1766,48,3438,2512723,4670017,5383297,7901406,27705471,59460315,6139354,93753479,86629483,193646038,280275521,8661371,"",27705471,836465,"","",407003,"","",8276998,"",2324646,41656,"",13464103,2576000,2347624,32300546,"",1499764,23473671,"","",36306196,"",217063,217063,49987362,3338119,"","","","",916585,4254704,"","","",3906231,3906231,8160935,41826427,41826427,49987362,"",10038455,2928730,"",385450,0.1189,2845107,"",89613775,206626326,296240101,209157828,87082273,87165786,-83513,165236,81723,"",81723,0.334505,9706338,47367579,80374,418082
708884,490018,"AUGUSTA MEDICAL CENTER","78 MEDICAL CENTER DRIVE",FISHERSVILLE,VA,22939,AUGUSTA,44420,R,STH,1,2,01/01/2019,12/31/2019,1431.64,"","",17157,1548,39515,209,76285,"",5009,447,10802,"",39664,1726,71640,242,88330,"",5171,454,11051,"",15655,1303,34329,197,71905,"",5009,447,10802,5240131,16399454,12551505,12776438,106462128,184787762,14958272,258326318,346142725,739741195,1085883920,24297310,"",106462128,5574943,"","",13306462,448834771,"",134500854,-102943587,6596595,5247861,"",674032135,5537847,10305697,185119425,1107361,42568612,163134133,"","",147930402,5830338,1313934,7144272,829106809,16025238,11681709,"",3825000,"",14900277,46432224,4025000,"","",337082,4362082,50794306,778312503,778312503,829106809,"",29376021,10039977,"",921350,0.0935,"","",346930291,748653119,1095583410,761942831,333640579,291249890,42390689,25844834,68235523,"",68235523,0.237895,18477433,78616053,"",""
708887,490038,"SMYTH COUNTY COMMUNITY HOSPITAL","245 MEDICAL PARK DRIVE",MARION,VA,24354,SMYTH,99949,R,STH,5,2,07/01/2019,06/30/2020,166.06,"","",1692,41,3310,30,10980,"",482,14,1025,"",10951,22849,47391,153,55998,"",583,16,1176,"",1399,39,2806,26,9516,"",482,14,1025,735317,1523256,1133050,2179741,16970652,29464083,3387572,38240859,65850166,151756014,217606180,2211982,65204,14673680,"","","",17630457,"","",22934007,-16721287,851763,29727,"",27175126,2107683,743700,57497443,72169,"",59872334,"","",51993472,46046106,1021669,47067775,126236373,1840845,1539407,"",185059,"",1286,7376398,"",15439792,"",5806020,21245812,28622210,97614163,97614163,126236373,"",871057,2534196,"",33371,0.0392,"","",65849060,151757120,217606180,169885383,47720797,46434735,1286062,6223005,7509067,"",7509067,0.175734,2704247,34149752,"",""
708888,490041,"MARY IMMACULATE HOSPITAL","2 BERNARDINE DRIVE","NEWPORT NEWS",VA,23602-4404,"NEWPORT NEWS CITY",47260,U,STH,1,1,09/01/2019,08/31/2020,611.77,"","",6548,418,21798,115,42090,"",1772,92,5900,"",8357,418,51958,230,84180,"",1772,92,5900,"",5702,208,15835,105,38430,"",1772,92,5900,3011522,4071168,4228549,4228549,40073283,124887917,-1966988,144004738,250421704,387479663,637901367,9843405,"",39737357,1962949,"","",261706935,40766,4120683,37263850,-19214234,5264945,829861,"",295638302,"",16788302,42441621,536019,3624313,50220238,"","",30499876,41248472,3937363,45185835,371324013,11555800,1220866,"",13302563,"",2416646,45431790,"","","",3134854,3134854,48566644,322757369,322757369,371324013,"",1589025,15534774,"",564229,0.1318,5346144,"",250420792,386085651,636506443,460609438,175897005,164961200,10935805,7997356,18933161,477142,18456019,0.225748,16321712,92673427,"",""
708889,490052,"RIVERSIDE REGIONAL MEDICAL CENTER","500 J CLYDE MORRIS BLVD","NEWPORT NEWS",VA,23601-,"",47260,U,STH,1,2,01/01/2019,12/31/2019,2265.23,64.94,"",37809,7488,109474,410,136587,"",7193,1366,20975,"",37809,7488,197917,410,136587,"",7193,1366,20975,"",27727,5531,69330,290,96407,"",7193,1366,20975,8834224,45132586,24351155,24351155,158786257,496893139,45892633,510601348,726007862,1441901708,2167909570,24246194,"",158562257,8992337,59889,646112,-5264000,"","",563730000,"","","",25533000,583999000,"","","","","",234744000,"","",234744000,7513000,31142000,38655000,857398000,50770000,"","",275000,"",839000,51884000,"","","",31579000,31579000,83463000,773935000,773935000,857398000,"",50211618,16667067,"",2830641,0.1693,23063224,4603728,2198812678,"",2198812678,1454310900,744501778,841769279,-97267501,230872522,133605021,53121801,80483220,0.235527,116254026,300368967,"",""
708890,490053,"JOHNSTON MEMORIAL HOSPITAL","16000 JOHNSTON MEMORIAL DRIVE",ABINGDON,VA,24211,WASHINGTON,28700,U,STH,5,2,07/01/2019,06/30/2020,579.16,30.48,"",9392,808,25790,115,42090,"",2215,149,6177,"",9392,808,26048,115,42090,"",2215,149,6177,"",8756,647,22764,101,36966,"",2215,149,6177,2278095,5474793,3735102,3735102,41196392,105020499,11746896,117076552,289408072,565905317,855313389,7253638,"",34639711,2606241,"",429257,36380583,"","",101905061,-81134360,3058151,760014,"",67787262,7390483,1098797,163218391,6101696,"",86062562,"","",130797650,290586344,3976307,294562651,493147563,6691161,3731336,"",534359,"","",13077638,"",3510547,"",17552363,21062910,34140548,459007015,459007015,493147563,"",4328086,12076689,"",580319,0.1415,11789803,2204162,289255917,566057472,855313389,702337321,152976068,146216891,6759177,17389603,24148780,"",24148780,0.136881,24448220,153937192,"",""
708891,490057,"SENTARA VA. BEACH GENERAL HOSPITAL","1060 FIRST COLONIAL ROAD","VIRGINIA BEACH",VA,23454,"UNITED STATES",47260,U,STH,1,2,01/01/2019,12/31/2019,1560.26,4.14,"",31053,407,64552,239,87235,"",6276,61,13167,"",33808,804,74467,271,98915,"",6565,130,14653,"",28317,273,54551,203,74095,"",6276,61,13167,9742887,37676945,19718690,19718861,96244913,187363131,4352572,245775911,660901218,707887649,1368788867,27041858,"",99667672,381576,"","",2935000,"","",46750000,"",5535000,3329000,"",59161000,1509870,3408559,85572872,5596605,59264253,224936226,"",9433904,115493000,165000,30911000,31076000,205730000,12112000,"","","","",5256000,17368000,"",1000,"",9090000,9091000,26459000,178754000,179271000,205730000,"",41419917,4764537,"",370631,0.0321,11465485,213926,649723470,722706478,1372429948,1037979360,334450588,283483044,50967544,3304963,54272507,1606507,52666000,0.179557,24757656,146245334,106958,422108
708892,490060,"CLINCH VALLEY MEDICAL CENTER","6801 GOV G C PERRY HWY",RICHLANDS,VA,24641,TAZEWELL,99949,R,STH,1,4,12/01/2018,11/30/2019,593.65,"","",3885,151,10582,151,55115,"",1052,22,2942,"",6432,151,14431,175,63875,"",1052,22,2942,"",3277,76,8253,139,50735,"",1052,22,2942,355391,19638255,2668425,2668425,38701068,51107312,3500755,58543490,153351396,401747550,555098946,6675866,"",38701068,272329,"","",161874,"","",13596744,"",3295585,1020383,"",20183115,921933,361322,35418128,2160929,5474154,20207244,9135558,"",31362212,"",4016968,4016968,55562295,1821371,3382843,17879,"","",540308,5762401,-3388844,2016690,"","",-1372154,4390247,51172048,51172048,55562295,"",5530804,961556,"",194771,0.12,"","",153810410,438136238,591946648,491688623,100258025,92400052,7857973,1891648,9749621,"",9749621,0.105465,"","","",""
708893,490075,"DANVILLE REGIONAL MEDICAL CENTER","142 SOUTH MAIN",DANVILLE,VA,24541-,PITTSYLVANIA,99949,R,STH,1,4,01/01/2019,12/31/2019,1571.27,42.6,"",26260,1466,56011,314,114610,"",5898,502,13201,"",28646,2081,63702,361,131765,"",5991,607,14400,"",23132,1045,46913,281,102565,"",5898,502,13201,999336,79247240,11518190,11518190,99639746,210780803,10957170,211614048,682420620,1018382148,1700802768,19497048,"",100402595,8570358,"",689986,-837372,"","",46968863,"",9312813,2503444,"",71785560,4560000,"",97652743,1404747,3227267,19416138,9009365,"",119625444,"",118830678,118830678,310241682,9408995,9920290,383835,"","",8405371,28118491,104079870,1429791,"","",105509661,133628152,176613530,176613530,310241682,"",34986629,10831377,"",1429522,0.1248,20886567,3241303,682834496,1114080424,1796914920,1424314830,372600090,324209994,48390096,3484482,51874578,"",51874578,0.12442,45535018,363168991,"",""
708894,490090,"SOUTHSIDE COMMUNITY HOSPITAL","800 OAK STREET",FARMVILLE,VA,23901-,"PRINCE EDWARD",99949,R,STH,1,2,01/01/2019,12/31/2019,363,"","",7315,425,14841,86,31390,"",2004,240,4141,"",23821,425,39816,86,31390,"",2004,240,4141,"",6588,191,12694,78,28470,"",2004,240,4141,1946749,1404392,2496141,2496141,27398783,53884795,4199865,83910036,119237830,224273994,343511824,5845160,"",27398783,2535071,"","",5506339,"","",37916270,-19556051,2921553,126350,2009317,28908460,163194,2578182,47266850,209622,"",38343623,"","",25621509,2813719,1837078,4650797,59180766,3300537,2278642,"","",265895,193440,-19546712,"","","",1072312,1072312,-18474400,77655166,77655166,59180766,"",10490932,3267780,"",412762,0.12,"","",119237830,231451164,350688994,247309836,103379158,89964234,13414924,1630179,15045103,"",15045103,0.244271,23342869,76502254,"",""
708898,490113,"SENTARA NORTHERN VIRGINIA MED CTR","2300 OPITZ BOULEVARD",WOODBRIDGE,VA,22191,"PRINCE WILLIAM",47894,U,STH,1,2,01/01/2019,12/31/2019,917.46,"","",16548,1715,45394,147,53655,"",3616,598,10267,"",16548,1715,45706,147,53655,"",3616,598,10267,"",14793,907,37431,131,47815,"",3616,598,10267,11775225,40701510,23020884,23055454,72447888,165868759,19400391,209492792,411815350,501530675,913346025,17789880,"",72447888,557818,"","",2812000,"","",39423000,"",4079000,507000,"",47323000,11319824,14715597,171861576,535212,46063783,110136003,"","",141293044,"",15878956,15878956,204495000,7621000,"","","","",3404000,11421000,"","","",13865000,13865000,25286000,179209000,179209000,204495000,"",24636230,7965024,"",937287,0.115,4562194,"",394987991,518334778,913322769,665120203,248202566,237333520,10869046,3003369,13872415,"",13872415,0.229368,19744586,107820113,31218,286821
708899,490114,"LONESOME PINE HOSPITAL","HOLTON AVENUE","BIG STONE GAP",VA,24219-,WISE,99949,R,STH,1,2,07/01/2019,06/30/2020,271.18,12.56,"",812,417,3221,38,13908,"",279,19,989,"",2482,417,15461,81,29646,"",279,19,989,"",540,63,1716,25,9150,"",279,19,989,752561,2051138,2179257,2179257,18413133,60547006,3346763,62894321,32276259,341499080,373775339,2626438,"",14711488,610218,"",184129,54132,"","",2265407,"",1520222,85149,-16452,5668481,1444009,1017778,62508430,2072123,"",33987286,"","",39719252,"",315266,315266,45702999,6018984,1476648,"","",556641,1097761,9185215,"",146716,"",7910644,8057360,17242575,28460424,28460424,45702999,"",524548,1190846,"",51463,0.12,1442783,162998,32276259,341499079,373775338,286818041,86957297,78960139,7997158,13365027,21362185,"",21362185,0.168268,5792815,56013763,"",""
708902,490119,"SENTARA PRINCESS ANNE HOSPITAL","2025 GLENN MITCHELL DR","VIRGINIA BEACH",VA,23456-0178,"",47260,U,STH,1,2,01/01/2019,12/31/2019,1252.19,1.67,"",22301,466,60145,174,63510,"",4581,142,12474,"",22301,466,60170,174,63510,"",4581,142,12474,"",20094,214,49088,158,57670,"",4581,142,12474,5289969,24155098,10610885,10990488,80836791,186426289,6176426,218709351,531853876,596339102,1128192978,23635505,"",83979813,133461,"","",94050000,"","",45957000,"",4513000,199000,"",146941000,"",14204672,81715434,3505258,86595271,67610815,2910663,"",160484000,0,5944000,5944000,313369000,5889000,"","",5106000,"",24749000,35744000,"",134318000,"",7086000,141404000,177148000,136193000,136221000,313369000,"",30348377,3093584,"",343617,0.0411,7839012,195936,527098219,602556065,1129654284,814731024,314923260,267250465,47672795,515157,48187952,13529952,34658000,0.193858,16857225,102472516,57642,340713
708903,490120,"CHESAPEAKE GENERAL HOSPITAL","736 BATTLEFIELD BLVD. NORTH",CHESAPEAKE,VA,23320-,N/A,47260,U,STH,1,2,07/01/2019,06/30/2020,1703.02,"","",30337,1690,83278,310,113460,"",5725,541,16690,"",30337,1690,107471,310,113460,"",5725,541,16690,"",24728,1340,67408,282,103212,"",5725,541,16690,8579702,19956963,15672269,15672269,111580379,213738245,20528874,307029927,420089222,566624058,986713280,27907722,254443,111580039,7227248,"","",90982911,"","",32659757,"",5414342,416212,7005444,218412730,268880,"",95171685,"","","","","",95440565,56605991,39381310,95987301,409840596,23694999,8781991,"","","",6884857,39361847,"","","",194693667,194693667,234055514,175785082,175785082,409840596,"",12065105,37307270,"",1375021,0.1114,16106575,"",421328382,565384897,986713279,660849099,325864180,325318624,545556,13773942,14319498,"",14319498,0.311164,31540792,141666590,"",""
708905,490127,"BUCHANAN GENERAL HOSPITAL","1535 SLATE CREEK ROAD",GRUNDY,VA,24614,BUCHANAN,99949,R,STH,1,2,07/01/2019,06/30/2020,195.79,"","",2204,5,5074,49,17934,"",391,2,944,"",6463,401,9883,49,17934,"",391,2,944,"",2069,4,4664,37,13542,"",391,2,944,8110,3586607,852887,3390549,10046890,16627455,1078963,19952610,26359946,72581252,98941198,3187008,"",9958397,139207,"","",8619277,"","",2309042,"",615044,229610,"",11772973,1551547,1994059,18569309,"",6335495,31917526,"","",9166445,10737295,18034460,28771755,49711173,831210,529662,"",810159,"",7989614,10160645,"",1119278,"","",1119278,11279923,38431250,38431250,49711173,"",665424,1541501,"",38236,0.0693,1197272,"",26422617,74920900,101343517,80541686,20801831,26670763,-5868932,2546225,-3322707,"",-3322707,0.201661,3483681,29858739,"",""
708912,510001,"WEST VIRGINIA UNIVERSITY HOSPITALS","MEDICAL CENTER DRIVE",MORGANTOWN,WV,26506,MONONGALIA,34060,U,STH,5,2,01/01/2019,12/31/2019,6156.04,397.78,"",61193,18017,197302,613,222297,"",10735,2153,32818,"",63616,19595,209727,659,239299,"",10986,2371,34774,"",50803,12799,152552,473,172645,"",10735,2153,32818,7662433,29391033,25399328,88367404,363261725,946063152,84659394,963352406,2034392236,1070167602,3104559838,98797137,"",358969970,5644750,"",7066755,40532000,"","",227713000,"",26461000,2885000,5064000,401781000,21243000,31855000,490572000,20083000,208178000,514658000,"","",687688000,608484000,106808000,744586000,1834055000,81335000,50032000,"",9872000,"",8061000,149592000,"",816423000,"",39811000,856234000,1005826000,828229000,828229000,1834055000,"",81489214,26902875,"",6546883,0.2416,49158989,24417811,2071068451,1163395137,3234463588,2021383296,1213080292,1309324877,-96244585,183568599,87324014,3032014,84292000,0.310302,151454385,757953854,3236527,11471499
708913,510008,"CITY HOSPITAL INC.","DRY RUN ROAD",MARTINSBURG,WV,25401,BERKELEY,25180,U,STH,5,2,01/01/2019,12/31/2019,1026.55,3.31,"",13819,2125,36020,146,53290,"",2811,575,7928,"",14847,2684,52076,169,61685,"",2938,665,8710,"",11906,1416,28432,122,44530,"",2811,575,7928,1288773,11330220,5977678,21342383,69392937,163398063,12093879,193112125,211434190,322936785,534370975,17232733,"",69392937,1793953,44926,"",11800825,1068000,"",53902008,-22114933,2786705,118697,3935663,56284000,1708411,1096785,79837012,4290643,14161801,62976029,"","",74143437,34023562,3262234,37286563,167714000,14805902,9253846,"",2927321,"",1067758,29938000,"",40383837,"",7051163,47435000,77373000,90341000,90341000,167714000,"",17474676,6746357,"",1019706,0.1684,8856847,207671,217186450,338549835,555736285,323733775,232002510,232880928,-878418,14834699,13956281,240281,13716000,0.361382,23764071,118463406,545029,1859744
708914,510012,"PLEASANT VALLEY HOSPITAL","VALLEY DRIVE","POINT PLEASANT",WV,25550-,MASON,99951,R,STH,5,2,10/01/2018,09/30/2019,387.34,"","",3634,328,6941,49,17885,"",601,52,1350,"",6090,28591,41653,149,54385,"",601,52,1350,"",1726,144,3816,44,16060,"",601,52,1350,397550,2985059,1604071,10099019,24011044,40263815,2308163,53312674,37761136,111591375,149352511,7814537,"",24011044,118129,"","",3009832,"","",4998023,"",1429283,434558,487670,10746938,"","",8792241,"","","","","",8792241,676319,4250410,4926729,24465908,2224883,2061323,"",990780,"",1711213,6988199,"",2008644,"",1332729,3341373,10329572,14136336,14136336,24465908,"","",2810247,"",100115,0.1425,"","",45514160,122116770,167630930,108109082,59521848,69829277,-10307429,7169438,-3137991,1548174,-4686165,0.356959,"",34048585,"",""
708915,510013,"REYNOLDS MEMORIAL HOSPITAL","800 WHEELING AVENUE","GLEN DALE",WV,26038,MARSHALL,48540,U,STH,5,2,01/01/2019,12/31/2019,392.88,"","",3017,332,7535,59,21535,"",783,124,2131,"",6519,332,15679,59,27055,"",783,124,2131,"",2488,285,5868,50,18250,"",783,124,2131,286888,2988834,1475201,5535943,29423075,38056925,1655701,54331839,33808725,111689928,145498653,4510951,"",29423075,47138,"","",2115468,"","",27532620,-15895284,1495885,243577,"",-1693458,888841,92725,7928727,"",1278981,12245317,"","",17923183,317400,9154875,9472275,25702000,7139157,2644447,"",2760800,"",220330,12764734,"",11002167,"",5000000,16002167,28766901,-3064901,-3064901,25702000,"",3374975,1359135,"",135751,0.1147,3076129,"",34166608,140001621,174168229,111235299,62932930,67480000,-4547070,3254033,-1293037,"",-1293037,0.373418,4310854,23319617,58734,212020
